NO,ph,distance,arus,unixtime,time
2132,0,0,0,1748804835,6/2/2025 2:07
2133,5.13,0,0,1748830024,6/2/2025 9:07
2134,9.03061,0,0,1748804836,6/2/2025 2:07
2135,6.44034,0,0,1748804839,6/2/2025 2:07
2136,8.71978,0,0,1748804842,6/2/2025 2:07
2137,9.61774,0,0,1748804845,6/2/2025 2:07
2138,8.46075,0,0,1748804848,6/2/2025 2:07
2139,7.35557,0.15622,0,1748804851,6/2/2025 2:07
2140,9.82496,0,0,1748804855,6/2/2025 2:07
2141,9.51413,30.1107,0,1748804858,6/2/2025 2:07
2142,7.44191,49.5911,0,1748804861,6/2/2025 2:07
2143,7.63187,137.143,0,1748804864,6/2/2025 2:07
2144,9.65228,159.499,0,1748804867,6/2/2025 2:07
2145,9.635,0,0,1748804870,6/2/2025 2:07
2146,7.14835,97.6577,0,1748804873,6/2/2025 2:07
2147,9.13422,0.208448,0,1748804876,6/2/2025 2:07
2148,9.87677,0,0,1748804880,6/2/2025 2:08
2149,8.84066,0,0,1748804883,6/2/2025 2:08
2150,7.78728,0,0,1748804886,6/2/2025 2:08
2151,10.343,0,0,1748804889,6/2/2025 2:08
2152,7.85636,0,0,1748804892,6/2/2025 2:08
2153,9.51413,0,0,1748804895,6/2/2025 2:08
2154,10.2049,0,0,1748804898,6/2/2025 2:08
2155,10.1703,101.648,0,1748804905,6/2/2025 2:08
2156,8.2708,10.2668,0,1748804908,6/2/2025 2:08
2157,9.51413,7.74045,0,1748804911,6/2/2025 2:08
2158,10.0494,0,0,1748804914,6/2/2025 2:08
2159,7.30377,0,0,1748804917,6/2/2025 2:08
2160,10.2912,0,0,1748804920,6/2/2025 2:08
2161,7.49372,0,0,1748804923,6/2/2025 2:08
2162,10.3085,105.157,0,1748804926,6/2/2025 2:08
2163,7.85636,2.46954,0,1748804930,6/2/2025 2:08
2164,9.99764,24.0111,0,1748804933,6/2/2025 2:08
2165,8.87519,76.6874,0,1748804936,6/2/2025 2:08
2166,9.65228,116.645,0,1748804939,6/2/2025 2:08
2167,9.98038,0,0,1748804942,6/2/2025 2:09
2168,9.16876,0,0,1748804945,6/2/2025 2:09
2169,9.82496,0,0,1748804948,6/2/2025 2:09
2170,8.23626,0,0,1748804951,6/2/2025 2:09
2171,10.2739,0,0,1748804955,6/2/2025 2:09
2172,7.16562,0,0,1748804958,6/2/2025 2:09
2173,10.4121,0,0,1748804961,6/2/2025 2:09
2174,7.6146,0,0,1748804964,6/2/2025 2:09
2175,10.533,0,0,1748804967,6/2/2025 2:09
2176,7.13108,0,0,1748804970,6/2/2025 2:09
2177,10.2912,0,0,1748804973,6/2/2025 2:09
2178,7.47645,0,0,1748804976,6/2/2025 2:09
2179,10.4466,0,0,1748804980,6/2/2025 2:09
2180,7.52825,0,0,1748804983,6/2/2025 2:09
2181,10.2912,0,0,1748804986,6/2/2025 2:09
2182,7.54552,0,0,1748804989,6/2/2025 2:09
2183,9.92857,0,0,1748804992,6/2/2025 2:09
2184,8.63344,0,0,1748804995,6/2/2025 2:09
2185,9.89403,0,0,1748804998,6/2/2025 2:09
2186,9.49686,0,0,1748805001,6/2/2025 2:10
2187,9.06515,0,0,1748805005,6/2/2025 2:10
2188,10.3085,0,0,1748805008,6/2/2025 2:10
2189,7.16562,0,0,1748805011,6/2/2025 2:10
2190,10.0667,0,0,1748805014,6/2/2025 2:10
2191,7.78728,0,0,1748805017,6/2/2025 2:10
2192,10.0667,0,0,1748805020,6/2/2025 2:10
2193,8.52983,0,0,1748805023,6/2/2025 2:10
2194,8.96154,0,0,1748805027,6/2/2025 2:10
2195,9.75589,0,0,1748805030,6/2/2025 2:10
2196,7.82182,0,0,1748805033,6/2/2025 2:10
2197,9.89403,0,0,1748805036,6/2/2025 2:10
2198,6.94113,0,0,1748805039,6/2/2025 2:10
2199,11.3964,0,0,1748805042,6/2/2025 2:10
2200,7.37284,0,0,1748805045,6/2/2025 2:10
2201,9.77316,0,0,1748805048,6/2/2025 2:10
2202,9.46232,0,0,1748805052,6/2/2025 2:10
2203,7.82182,0,0,1748805055,6/2/2025 2:10
2204,10.0667,0,0,1748805058,6/2/2025 2:10
2205,7.18289,0,0,1748805061,6/2/2025 2:11
2206,9.73862,0,0,1748805064,6/2/2025 2:11
2207,9.37598,0,0,1748805067,6/2/2025 2:11
2208,8.2708,0,0,1748805070,6/2/2025 2:11
2209,10.1012,0,0,1748805073,6/2/2025 2:11
2210,7.25196,0,0,1748805077,6/2/2025 2:11
2211,9.99764,0,0,1748805080,6/2/2025 2:11
2212,7.58006,0,0,1748805083,6/2/2025 2:11
2213,9.84223,0,0,1748805086,6/2/2025 2:11
2214,9.72135,0,0,1748805089,6/2/2025 2:11
2215,8.20172,0,0,1748805092,6/2/2025 2:11
2216,10.1876,0,0,1748805095,6/2/2025 2:11
2217,7.47645,0,0,1748805098,6/2/2025 2:11
2218,9.98038,0,0,1748805102,6/2/2025 2:11
2219,8.2708,0,0,1748805105,6/2/2025 2:11
2220,10.1185,0,0,1748805108,6/2/2025 2:11
2221,9.28964,0,0,1748805111,6/2/2025 2:11
2222,9.82496,0,0,1748805114,6/2/2025 2:11
2223,9.16876,0,0,1748805117,6/2/2025 2:11
2224,9.73862,0,0,1748805120,6/2/2025 2:12
2225,10.3776,0,0,1748805124,6/2/2025 2:12
2226,4.79984,0,0,1748805127,6/2/2025 2:12
2227,7.87363,0,0,1748805130,6/2/2025 2:12
2228,7.56279,0,0,1748805133,6/2/2025 2:12
2229,25.1939,0,0,1748805136,6/2/2025 2:12
2230,-12.0714,0,0,1748805139,6/2/2025 2:12
2231,3.36656,0,0,1748805142,6/2/2025 2:12
2232,8.04631,0,0,1748805145,6/2/2025 2:12
2233,-3.95526,0,0,1748805148,6/2/2025 2:12
2234,5.92229,0,0,1748805152,6/2/2025 2:12
2235,7.78728,0,0,1748805155,6/2/2025 2:12
2236,-3.52355,0,0,1748805158,6/2/2025 2:12
2237,8.08085,0,0,1748805161,6/2/2025 2:12
2238,12.5016,0,0,1748805164,6/2/2025 2:12
2239,-8.72135,0,0,1748805167,6/2/2025 2:12
2240,11.949,0,0,1748805170,6/2/2025 2:12
2241,-0.035325,0,0,1748805173,6/2/2025 2:12
2242,-0.311618,0,0,1748805177,6/2/2025 2:12
2243,16.5251,0,0,1748805180,6/2/2025 2:13
2244,-4.81869,0,0,1748805183,6/2/2025 2:13
2245,4.97253,0,0,1748805186,6/2/2025 2:13
2246,15.1264,0,0,1748805189,6/2/2025 2:13
2247,-9.86107,0,0,1748805192,6/2/2025 2:13
2248,10.4812,0,0,1748805195,6/2/2025 2:13
2249,13.0196,0,0,1748805198,6/2/2025 2:13
2250,-5.09498,0,0,1748805202,6/2/2025 2:13
2251,16.9741,0,0,1748805205,6/2/2025 2:13
2252,-7.37441,0,0,1748805208,6/2/2025 2:13
2253,13.8658,0,0,1748805211,6/2/2025 2:13
2254,5.05887,0,0,1748805214,6/2/2025 2:13
2255,8.97881,0,0,1748805217,6/2/2025 2:13
2256,9.84223,0,0,1748805220,6/2/2025 2:13
2257,7.20016,0,0,1748805224,6/2/2025 2:13
2258,9.18603,0,0,1748805227,6/2/2025 2:13
2259,10.6538,0,0,1748805230,6/2/2025 2:13
2260,9.61774,0,0,1748805233,6/2/2025 2:13
2261,8.44349,0,0,1748805236,6/2/2025 2:13
2262,12.9333,0,0,1748805239,6/2/2025 2:13
2263,6.64756,0,0,1748805242,6/2/2025 2:14
2264,12.5188,0,0,1748805245,6/2/2025 2:14
2265,5.61146,0,0,1748805249,6/2/2025 2:14
2266,15.5581,0,0,1748805252,6/2/2025 2:14
2267,3.67739,0,0,1748805255,6/2/2025 2:14
2268,18.8909,0,0,1748805258,6/2/2025 2:14
2269,1.17347,0,0,1748805261,6/2/2025 2:14
2270,16.905,0,0,1748805264,6/2/2025 2:14
2271,3.43563,0,0,1748805267,6/2/2025 2:14
2272,15.1782,0,0,1748805270,6/2/2025 2:14
2273,2.31319,0,0,1748805274,6/2/2025 2:14
2274,16.0416,0,0,1748805277,6/2/2025 2:14
2275,0.845369,0,0,1748805280,6/2/2025 2:14
2276,17.7339,0,0,1748805283,6/2/2025 2:14
2277,1.46703,0,0,1748805286,6/2/2025 2:14
2278,16.6633,0,0,1748805289,6/2/2025 2:14
2279,-1.71036,0,0,1748805292,6/2/2025 2:14
2280,15.8171,0,0,1748805295,6/2/2025 2:14
2281,-2.91915,0,0,1748805299,6/2/2025 2:14
2282,15.5753,0,0,1748805302,6/2/2025 2:15
2283,-2.22842,0,0,1748805305,6/2/2025 2:15
2284,14.522,0,0,1748805308,6/2/2025 2:15
2285,-0.518838,0,0,1748805311,6/2/2025 2:15
2286,11.0683,0,0,1748805314,6/2/2025 2:15
2287,8.33988,0,0,1748805317,6/2/2025 2:15
2288,6.42308,0,0,1748805320,6/2/2025 2:15
2289,15.6272,0,0,1748805324,6/2/2025 2:15
2290,-1.62402,0,0,1748805327,6/2/2025 2:15
2291,14.7292,0,0,1748805330,6/2/2025 2:15
2292,1.06986,0,0,1748805333,6/2/2025 2:15
2293,10.4466,0,0,1748805336,6/2/2025 2:15
2294,8.16719,0,0,1748805339,6/2/2025 2:15
2295,8.52983,0,0,1748805342,6/2/2025 2:15
2296,11.051,0,0,1748805345,6/2/2025 2:15
2297,6.33673,0,0,1748805349,6/2/2025 2:15
2298,15.6272,0,0,1748805352,6/2/2025 2:15
2299,2.05416,0,0,1748805355,6/2/2025 2:15
2300,18.0102,0,0,1748805358,6/2/2025 2:15
2301,-0.035325,0,0,1748805361,6/2/2025 2:16
2302,16.1452,0,0,1748805364,6/2/2025 2:16
2303,1.53611,0,0,1748805367,6/2/2025 2:16
2304,11.9317,0,0,1748805371,6/2/2025 2:16
2305,10.3085,0,0,1748805374,6/2/2025 2:16
2306,7.83909,0,0,1748805377,6/2/2025 2:16
2307,14.6601,0,0,1748805380,6/2/2025 2:16
2308,3.7292,0,0,1748805383,6/2/2025 2:16
2309,18.77,0,0,1748805386,6/2/2025 2:16
2310,0.914443,0,0,1748805389,6/2/2025 2:16
2311,17.3885,0,0,1748805392,6/2/2025 2:16
2312,0.862638,0,0,1748805396,6/2/2025 2:16
2313,17.2159,0,0,1748805399,6/2/2025 2:16
2314,-0.985088,0,0,1748805402,6/2/2025 2:16
2315,14.5565,0,0,1748805405,6/2/2025 2:16
2316,4.31633,0,0,1748805408,6/2/2025 2:16
2317,10.8956,0,0,1748805411,6/2/2025 2:16
2318,8.73705,0,0,1748805414,6/2/2025 2:16
2319,8.13265,0,0,1748805417,6/2/2025 2:16
2320,15.938,0,0,1748805421,6/2/2025 2:17
2321,0.310046,0,0,1748805424,6/2/2025 2:17
2322,14.9192,0,0,1748805427,6/2/2025 2:17
2323,6.44034,0,0,1748805430,6/2/2025 2:17
2324,7.9427,0,0,1748805433,6/2/2025 2:17
2325,18.3383,0,0,1748805436,6/2/2025 2:17
2326,-0.311618,0,0,1748805439,6/2/2025 2:17
2327,11.5518,0,0,1748805442,6/2/2025 2:17
2328,16.5942,0,0,1748805446,6/2/2025 2:17
2329,-1.81397,0,0,1748805449,6/2/2025 2:17
2330,13.7104,0,0,1748805452,6/2/2025 2:17
2331,11.3101,0,0,1748805455,6/2/2025 2:17
2332,2.26138,0,0,1748805458,6/2/2025 2:17
2333,16.2143,0,0,1748805461,6/2/2025 2:17
2334,7.51099,0,0,1748805464,6/2/2025 2:17
2335,5.31789,0,0,1748805467,6/2/2025 2:17
2336,17.4749,0,0,1748805471,6/2/2025 2:17
2337,2.24411,0,0,1748805474,6/2/2025 2:17
2338,7.78728,0,0,1748805477,6/2/2025 2:17
2339,15.5408,0,0,1748805480,6/2/2025 2:18
2340,6.49215,0,0,1748805483,6/2/2025 2:18
2341,5.0416,0,0,1748805486,6/2/2025 2:18
2342,14.7983,0,0,1748805489,6/2/2025 2:18
2343,7.02747,0,0,1748805492,6/2/2025 2:18
2344,5.6978,0,0,1748805496,6/2/2025 2:18
2345,14.4874,0,0,1748805499,6/2/2025 2:18
2346,6.82025,0,0,1748805502,6/2/2025 2:18
2347,7.54552,0,0,1748805505,6/2/2025 2:18
2348,14.4702,0,0,1748805508,6/2/2025 2:18
2349,3.26295,0,0,1748805511,6/2/2025 2:18
2350,14.8846,0,0,1748805514,6/2/2025 2:18
2351,2.55494,0,0,1748805517,6/2/2025 2:18
2352,12.0526,0,0,1748805521,6/2/2025 2:18
2353,9.68681,0,0,1748805524,6/2/2025 2:18
2354,7.23469,0,0,1748805527,6/2/2025 2:18
2355,14.4529,0,0,1748805530,6/2/2025 2:18
2356,2.83124,0,0,1748805533,6/2/2025 2:18
2357,14.4529,0,0,1748805536,6/2/2025 2:18
2358,1.8124,0,0,1748805539,6/2/2025 2:18
2359,12.5361,0,0,1748805542,6/2/2025 2:19
2360,3.95369,0,0,1748805546,6/2/2025 2:19
2361,12.5879,0,0,1748805549,6/2/2025 2:19
2362,7.26923,0,0,1748805552,6/2/2025 2:19
2363,9.23783,0,0,1748805555,6/2/2025 2:19
2364,12.3462,0,0,1748805558,6/2/2025 2:19
2365,5.71507,0,0,1748805561,6/2/2025 2:19
2366,15.0055,0,0,1748805564,6/2/2025 2:19
2367,4.04003,0,0,1748805567,6/2/2025 2:19
2368,15.5753,0,0,1748805571,6/2/2025 2:19
2369,1.76059,0,0,1748805574,6/2/2025 2:19
2370,13.4341,0,0,1748805577,6/2/2025 2:19
2371,4.54081,0,0,1748805580,6/2/2025 2:19
2372,12.8815,0,0,1748805583,6/2/2025 2:19
2373,6.92386,0,0,1748805586,6/2/2025 2:19
2374,9.92857,0,0,1748805589,6/2/2025 2:19
2375,10.7575,0,0,1748805593,6/2/2025 2:19
2376,6.52669,0,0,1748805596,6/2/2025 2:19
2377,14.6256,0,0,1748805599,6/2/2025 2:19
2378,3.66013,0,0,1748805602,6/2/2025 2:20
2379,14.8673,0,0,1748805605,6/2/2025 2:20
2380,1.1562,0,0,1748805608,6/2/2025 2:20
2381,12.9506,0,0,1748805611,6/2/2025 2:20
2382,5.28336,0,0,1748805614,6/2/2025 2:20
2383,7.77002,0,0,1748805618,6/2/2025 2:20
2384,8.85792,0,0,1748805621,6/2/2025 2:20
2385,5.81868,0,0,1748805624,6/2/2025 2:20
2386,13.175,0,0,1748805627,6/2/2025 2:20
2387,2.84851,0,0,1748805630,6/2/2025 2:20
2388,13.0196,0,0,1748805633,6/2/2025 2:20
2389,3.93642,0,0,1748805636,6/2/2025 2:20
2390,12.657,0,0,1748805639,6/2/2025 2:20
2391,4.24725,0,0,1748805643,6/2/2025 2:20
2392,11.2064,0,0,1748805646,6/2/2025 2:20
2393,7.75275,0,0,1748805649,6/2/2025 2:20
2394,9.18603,0,0,1748805652,6/2/2025 2:20
2395,10.8438,0,0,1748805655,6/2/2025 2:20
2396,8.08085,0,0,1748805658,6/2/2025 2:20
2397,11.8281,0,0,1748805661,6/2/2025 2:21
2398,5.646,0,0,1748805664,6/2/2025 2:21
2399,12.9678,0,0,1748805668,6/2/2025 2:21
2400,3.47017,0,0,1748805671,6/2/2025 2:21
2401,10.8611,0,0,1748805674,6/2/2025 2:21
2402,4.7653,0,0,1748805677,6/2/2025 2:21
2403,10.2912,0,0,1748805680,6/2/2025 2:21
2404,6.97567,0,0,1748805683,6/2/2025 2:21
2405,9.73862,0,0,1748805686,6/2/2025 2:21
2406,8.23626,0,0,1748805689,6/2/2025 2:21
2407,9.56593,0,0,1748805693,6/2/2025 2:21
2408,6.80298,0,0,1748805696,6/2/2025 2:21
2409,10.8438,0,0,1748805699,6/2/2025 2:21
2410,6.45761,0,0,1748805702,6/2/2025 2:21
2411,10.1185,0,0,1748805705,6/2/2025 2:21
2412,7.44191,0,0,1748805708,6/2/2025 2:21
2413,9.635,0,0,1748805711,6/2/2025 2:21
2414,7.06201,0,0,1748805714,6/2/2025 2:21
2415,10.602,0,0,1748805718,6/2/2025 2:21
2416,5.62873,0,0,1748805721,6/2/2025 2:22
2417,11.1028,0,0,1748805724,6/2/2025 2:22
2418,4.48901,0,0,1748805727,6/2/2025 2:22
2419,11.4137,0,0,1748805730,6/2/2025 2:22
2420,2.74489,0,0,1748805733,6/2/2025 2:22
2421,12.5361,0,0,1748805736,6/2/2025 2:22
2422,2.71036,0,0,1748805740,6/2/2025 2:22
2423,13.0023,0,0,1748805743,6/2/2025 2:22
2424,3.10753,0,0,1748805746,6/2/2025 2:22
2425,12.7779,0,0,1748805749,6/2/2025 2:22
2426,4.92072,0,0,1748805752,6/2/2025 2:22
2427,12.0353,0,0,1748805755,6/2/2025 2:22
2428,6.3022,0,0,1748805758,6/2/2025 2:22
2429,11.3101,0,0,1748805761,6/2/2025 2:22
2430,7.16562,0,0,1748805765,6/2/2025 2:22
2431,10.3257,0,0,1748805768,6/2/2025 2:22
2432,9.01334,0,0,1748805771,6/2/2025 2:22
2433,7.13108,0,0,1748805774,6/2/2025 2:22
2434,10.2912,0,0,1748805777,6/2/2025 2:22
2435,5.61146,0,0,1748805780,6/2/2025 2:23
2436,11.3964,0,0,1748805783,6/2/2025 2:23
2437,4.02276,0,0,1748805786,6/2/2025 2:23
2438,12.4498,0,0,1748805790,6/2/2025 2:23
2439,3.98822,0,0,1748805793,6/2/2025 2:23
2440,13.0542,0,0,1748805796,6/2/2025 2:23
2441,4.86892,0,0,1748805799,6/2/2025 2:23
2442,12.5534,0,0,1748805802,6/2/2025 2:23
2443,5.87048,0,0,1748805805,6/2/2025 2:23
2444,12.0008,0,0,1748805808,6/2/2025 2:23
2445,6.9584,0,0,1748805811,6/2/2025 2:23
2446,10.8783,0,0,1748805815,6/2/2025 2:23
2447,8.11538,0,0,1748805818,6/2/2025 2:23
2448,9.51413,0,0,1748805821,6/2/2025 2:23
2449,8.94427,0,0,1748805824,6/2/2025 2:23
2450,6.92386,0,0,1748805827,6/2/2025 2:23
2451,9.79042,0,0,1748805830,6/2/2025 2:23
2452,4.95526,0,0,1748805833,6/2/2025 2:23
2453,11.5691,0,0,1748805837,6/2/2025 2:23
2454,4.33359,0,0,1748805840,6/2/2025 2:24
2455,11.7763,0,0,1748805843,6/2/2025 2:24
2456,5.97409,0,0,1748805846,6/2/2025 2:24
2457,11.9317,0,0,1748805849,6/2/2025 2:24
2458,7.0102,0,0,1748805852,6/2/2025 2:24
2459,12.4843,0,0,1748805855,6/2/2025 2:24
2460,7.85636,0,0,1748805858,6/2/2025 2:24
2461,10.8438,0,0,1748805861,6/2/2025 2:24
2462,8.78885,0,0,1748805865,6/2/2025 2:24
2463,8.32261,0,0,1748805868,6/2/2025 2:24
2464,9.72135,0,0,1748805871,6/2/2025 2:24
2465,8.08085,0,0,1748805874,6/2/2025 2:24
2466,10.1012,0,0,1748805877,6/2/2025 2:24
2467,7.40738,0,0,1748805880,6/2/2025 2:24
2468,10.9992,0,0,1748805883,6/2/2025 2:24
2469,5.21428,0,0,1748805886,6/2/2025 2:24
2470,11.8281,0,0,1748805890,6/2/2025 2:24
2471,4.24725,0,0,1748805893,6/2/2025 2:24
2472,12.2771,0,0,1748805896,6/2/2025 2:24
2473,3.50471,0,0,1748805899,6/2/2025 2:24
2474,12.9506,0,0,1748805902,6/2/2025 2:25
2475,6.59576,0,0,1748805905,6/2/2025 2:25
2476,11.8281,0,0,1748805908,6/2/2025 2:25
2477,8.33988,0,0,1748805911,6/2/2025 2:25
2478,8.85792,0,0,1748805915,6/2/2025 2:25
2479,9.89403,0,0,1748805918,6/2/2025 2:25
2480,5.62873,0,0,1748805921,6/2/2025 2:25
2481,11.2755,0,0,1748805924,6/2/2025 2:25
2482,4.48901,0,0,1748805927,6/2/2025 2:25
2483,11.8972,0,0,1748805930,6/2/2025 2:25
2484,3.81554,0,0,1748805933,6/2/2025 2:25
2485,3.71193,0,0,1748805940,6/2/2025 2:25
2486,12.8124,0,0,1748805943,6/2/2025 2:25
2487,3.66013,0,0,1748805946,6/2/2025 2:25
2488,13.1923,0,0,1748805949,6/2/2025 2:25
2489,3.4011,0,0,1748805952,6/2/2025 2:25
2490,14.0039,0,0,1748805955,6/2/2025 2:25
2491,4.73077,0,0,1748805958,6/2/2025 2:25
2492,13.9348,0,0,1748805962,6/2/2025 2:26
2493,5.11067,0,0,1748805965,6/2/2025 2:26
2494,13.9694,0,0,1748805968,6/2/2025 2:26
2495,6.44034,0,0,1748805971,6/2/2025 2:26
2496,12.5879,0,0,1748805974,6/2/2025 2:26
2497,8.01177,0,0,1748805977,6/2/2025 2:26
2498,11.3101,0,0,1748805980,6/2/2025 2:26
2499,8.58163,0,0,1748805983,6/2/2025 2:26
2500,9.65228,0,0,1748805987,6/2/2025 2:26
2501,9.92857,0,0,1748805990,6/2/2025 2:26
2502,7.06201,0,0,1748805993,6/2/2025 2:26
2503,11.5863,0,0,1748805996,6/2/2025 2:26
2504,4.62716,0,0,1748805999,6/2/2025 2:26
2505,11.2928,0,0,1748806002,6/2/2025 2:26
2506,3.64286,0,0,1748806005,6/2/2025 2:26
2507,12.1044,0,0,1748806008,6/2/2025 2:26
2508,3.38383,0,0,1748806012,6/2/2025 2:26
2509,13.1578,0,0,1748806015,6/2/2025 2:26
2510,3.76374,0,0,1748806018,6/2/2025 2:26
2511,14.522,0,0,1748806021,6/2/2025 2:27
2512,3.91915,0,0,1748806024,6/2/2025 2:27
2513,14.781,0,0,1748806027,6/2/2025 2:27
2514,4.21272,0,0,1748806030,6/2/2025 2:27
2515,14.7292,0,0,1748806033,6/2/2025 2:27
2516,6.71664,0,0,1748806037,6/2/2025 2:27
2517,12.467,0,0,1748806040,6/2/2025 2:27
2518,8.40895,0,0,1748806043,6/2/2025 2:27
2519,9.68681,0,0,1748806046,6/2/2025 2:27
2520,9.54866,0,0,1748806049,6/2/2025 2:27
2521,6.16405,0,0,1748806052,6/2/2025 2:27
2522,11.9317,0,0,1748806055,6/2/2025 2:27
2523,3.88461,0,0,1748806058,6/2/2025 2:27
2524,12.4152,0,0,1748806062,6/2/2025 2:27
2525,3.19388,0,0,1748806065,6/2/2025 2:27
2526,12.8987,0,0,1748806068,6/2/2025 2:27
2527,2.55494,0,0,1748806071,6/2/2025 2:27
2528,14.4529,0,0,1748806074,6/2/2025 2:27
2529,3.64286,0,0,1748806077,6/2/2025 2:27
2530,14.4529,0,0,1748806080,6/2/2025 2:28
2531,3.66013,0,0,1748806083,6/2/2025 2:28
2532,13.624,0,0,1748806087,6/2/2025 2:28
2533,3.98822,116.763,0,1748806090,6/2/2025 2:28
2534,13.0714,0,0,1748806093,6/2/2025 2:28
2535,4.47174,0,0,1748806096,6/2/2025 2:28
2536,14.0557,0,0,1748806099,6/2/2025 2:28
2537,3.00392,0,0,1748806102,6/2/2025 2:28
2538,13.4341,0,0,1748806105,6/2/2025 2:28
2539,3.05573,0,0,1748806109,6/2/2025 2:28
2540,12.5534,0,0,1748806112,6/2/2025 2:28
2541,4.66169,0,0,1748806115,6/2/2025 2:28
2542,10.533,0,0,1748806118,6/2/2025 2:28
2543,8.71978,0,0,1748806121,6/2/2025 2:28
2544,8.11538,0,0,1748806124,6/2/2025 2:28
2545,10.0322,0,0,1748806127,6/2/2025 2:28
2546,8.40895,0,0,1748806130,6/2/2025 2:28
2547,10.7229,0,0,1748806134,6/2/2025 2:28
2548,7.58006,0,0,1748806137,6/2/2025 2:28
2549,12.1217,0,0,1748806140,6/2/2025 2:29
2550,6.45761,0,0,1748806143,6/2/2025 2:29
2551,11.8972,0,0,1748806146,6/2/2025 2:29
2552,7.30377,0,0,1748806149,6/2/2025 2:29
2553,13.2959,0,0,1748806152,6/2/2025 2:29
2554,4.4372,0,0,1748806155,6/2/2025 2:29
2555,14.522,0,0,1748806159,6/2/2025 2:29
2556,2.55494,0,0,1748806162,6/2/2025 2:29
2557,15.3681,0,0,1748806165,6/2/2025 2:29
2558,2.26138,0,0,1748806168,6/2/2025 2:29
2559,13.0023,0,0,1748806171,6/2/2025 2:29
2560,4.48901,0,0,1748806174,6/2/2025 2:29
2561,10.8438,0,0,1748806177,6/2/2025 2:29
2562,9.44505,0,0,1748806180,6/2/2025 2:29
2563,8.63344,0,0,1748806184,6/2/2025 2:29
2564,11.4827,0,0,1748806187,6/2/2025 2:29
2565,6.21585,0,0,1748806190,6/2/2025 2:29
2566,14.4529,0,0,1748806193,6/2/2025 2:29
2567,1.60518,0,0,1748806196,6/2/2025 2:29
2568,11.8972,0,0,1748806199,6/2/2025 2:29
2569,4.69623,0,0,1748806202,6/2/2025 2:30
2570,10.0667,0,0,1748806205,6/2/2025 2:30
2571,10.6193,0,0,1748806209,6/2/2025 2:30
2572,5.78414,0,0,1748806212,6/2/2025 2:30
2573,14.9537,0,0,1748806215,6/2/2025 2:30
2574,1.96782,0,0,1748806218,6/2/2025 2:30
2575,14.5911,0,0,1748806221,6/2/2025 2:30
2576,1.44977,0,0,1748806224,6/2/2025 2:30
2577,13.0542,0,0,1748806227,6/2/2025 2:30
2578,6.42308,0,0,1748806230,6/2/2025 2:30
2579,9.92857,0,0,1748806234,6/2/2025 2:30
2580,14.7119,0,0,1748806237,6/2/2025 2:30
2581,5.05887,0,0,1748806240,6/2/2025 2:30
2582,18.0275,0,0,1748806243,6/2/2025 2:30
2583,-0.225276,0,0,1748806246,6/2/2025 2:30
2584,14.7465,0,0,1748806249,6/2/2025 2:30
2585,11.241,0,0,1748806252,6/2/2025 2:30
2586,5.61146,0,0,1748806255,6/2/2025 2:30
2587,21.5848,0,0,1748806259,6/2/2025 2:30
2588,-1.29592,0,0,1748806262,6/2/2025 2:31
2589,14.6947,0,0,1748806265,6/2/2025 2:31
2590,13.8658,0,0,1748806268,6/2/2025 2:31
2591,3.62559,0,0,1748806271,6/2/2025 2:31
2592,18.9254,0,0,1748806274,6/2/2025 2:31
2593,-1.83124,0,0,1748806277,6/2/2025 2:31
2594,13.0887,0,0,1748806280,6/2/2025 2:31
2595,14.9364,0,0,1748806284,6/2/2025 2:31
2596,-6.85636,0,0,1748806287,6/2/2025 2:31
2597,13.0196,0,0,1748806290,6/2/2025 2:31
2598,14.4874,0,0,1748806293,6/2/2025 2:31
2599,-2.95369,0,0,1748806296,6/2/2025 2:31
2600,10.0322,0,0,1748806299,6/2/2025 2:31
2601,16.7496,0,0,1748806302,6/2/2025 2:31
2602,0,0,0,1748806897,6/2/2025 2:41
2603,0,0,0,1748806897,6/2/2025 2:41
2604,50.0777,0,0,1748806899,6/2/2025 2:41
2605,-7.13266,0,0,1748806904,6/2/2025 2:41
2606,35.1405,0,0,1748806909,6/2/2025 2:41
2607,54.0494,0,0,1748806914,6/2/2025 2:41
2608,58.6429,0,0,1748806919,6/2/2025 2:41
2609,50.3367,0,0,1748806925,6/2/2025 2:42
2610,17.8721,0,0,1748806930,6/2/2025 2:42
2611,12.5016,0,0,1748806935,6/2/2025 2:42
2612,-7.58164,0,0,1748806940,6/2/2025 2:42
2613,-12.0714,0,0,1748806945,6/2/2025 2:42
2614,-12.0714,0,0,1748806950,6/2/2025 2:42
2615,-10.0337,0,0,1748806955,6/2/2025 2:42
2616,-5.40581,0,0,1748806961,6/2/2025 2:42
2617,-8.54867,0,0,1748806966,6/2/2025 2:42
2618,9.99764,0,0,1748806971,6/2/2025 2:42
2619,9.34144,0,0,1748806976,6/2/2025 2:42
2620,8.16719,0,0,1748806981,6/2/2025 2:43
2621,-12.0714,0,0,1748806986,6/2/2025 2:43
2622,58.6429,0,0,1748806992,6/2/2025 2:43
2623,58.6429,0,0,1748806997,6/2/2025 2:43
2624,58.6429,0,0,1748807002,6/2/2025 2:43
2625,56.1907,0,0,1748807007,6/2/2025 2:43
2626,1.84694,0,0,1748807012,6/2/2025 2:43
2627,-12.0714,0,0,1748807018,6/2/2025 2:43
2628,46.7276,0,0,1748807023,6/2/2025 2:43
